"Easting","Northing","Longitude","Latitude","Elevation"
494767,6402703,116.944285714286,-32.5129591836735,376.939758300781
494766.9,6402816.1,116.944285714286,-32.5119387755102,371.815185546875
494766.9,6402929.2,116.944285714286,-32.5109183673469,362.061950683594
494766.8,6403042.3,116.944285714286,-32.5098979591837,353.528594970703
494766.8,6403155.4,116.944285714286,-32.5088775510204,351.808227539062
494766.7,6403268.5,116.944285714286,-32.5078571428571,351.074676513672
494766.6,6403381.7,116.944285714286,-32.5068367346939,347.32861328125
494766.6,6403494.8,116.944285714286,-32.5058163265306,346.539794921875
494766.5,6403607.9,116.944285714286,-32.5047959183673,345.239776611328
494766.5,6403721,116.944285714286,-32.5037755102041,340.270904541016
494766.4,6403834.1,116.944285714286,-32.5027551020408,336.567962646484
494766.3,6403947.2,116.944285714286,-32.5017346938776,337.413726806641
494766.3,6404060.3,116.944285714286,-32.5007142857143,341.944000244141
494766.2,6404173.5,116.944285714286,-32.499693877551,344.320343017578
494766.2,6404286.6,116.944285714286,-32.4986734693878,349.881713867188
494766.1,6404399.7,116.944285714286,-32.4976530612245,359.036956787109
494766.1,6404512.8,116.944285714286,-32.4966326530612,364.126251220703
494766,6404625.9,116.944285714286,-32.495612244898,371.003967285156
494765.9,6404739,116.944285714286,-32.4945918367347,377.249053955078
494765.9,6404852.1,116.944285714286,-32.4935714285714,384.567504882812
494765.8,6404965.2,116.944285714286,-32.4925510204082,392.124237060547
494765.8,6405078.4,116.944285714286,-32.4915306122449,395.119720458984
494765.7,6405191.5,116.944285714286,-32.4905102040816,396.307281494141
494765.6,6405304.6,116.944285714286,-32.4894897959184,396.629547119141
494765.6,6405417.7,116.944285714286,-32.4884693877551,393.669219970703
494765.5,6405530.8,116.944285714286,-32.4874489795918,389.210998535156
494765.5,6405643.9,116.944285714286,-32.4864285714286,383.388885498047
494765.4,6405757,116.944285714286,-32.4854081632653,378.223815917969
494765.3,6405870.2,116.944285714286,-32.484387755102,372.376098632812
494765.3,6405983.3,116.944285714286,-32.4833673469388,369.252868652344
494765.2,6406096.4,116.944285714286,-32.4823469387755,367.226989746094
494765.2,6406209.5,116.944285714286,-32.4813265306123,366.380584716797
494765.1,6406322.6,116.944285714286,-32.480306122449,369.249725341797
494765,6406435.7,116.944285714286,-32.4792857142857,372.763427734375
494765,6406548.8,116.944285714286,-32.4782653061225,376.082092285156
494764.9,6406661.9,116.944285714286,-32.4772448979592,383.730712890625
494764.9,6406775.1,116.944285714286,-32.4762244897959,388.619415283203
494764.8,6406888.2,116.944285714286,-32.4752040816327,388.619415283203
494764.8,6407001.3,116.944285714286,-32.4741836734694,389.322113037109
494764.7,6407114.4,116.944285714286,-32.4731632653061,380.439575195312
494764.6,6407227.5,116.944285714286,-32.4721428571429,370.490173339844
494764.6,6407340.6,116.944285714286,-32.4711224489796,366.849334716797
494764.5,6407453.7,116.944285714286,-32.4701020408163,364.724975585938
494764.5,6407566.9,116.944285714286,-32.4690816326531,369.396667480469
494764.4,6407680,116.944285714286,-32.4680612244898,374.235778808594
494764.3,6407793.1,116.944285714286,-32.4670408163265,367.185394287109
494764.3,6407906.2,116.944285714286,-32.4660204081633,357.616638183594
494764.2,6408019.3,116.944285714286,-32.465,353.180053710938
494901.3,6402476.8,116.945714285714,-32.515,378.044311523438
494901.2,6402589.9,116.945714285714,-32.5139795918367,373.663024902344
494901.2,6402703,116.945714285714,-32.5129591836735,369.467193603516
494901.1,6402816.2,116.945714285714,-32.5119387755102,363.524169921875
494901.1,6402929.3,116.945714285714,-32.5109183673469,355.705047607422
494901,6403042.4,116.945714285714,-32.5098979591837,349.954559326172
494900.9,6403155.5,116.945714285714,-32.5088775510204,348.932922363281
494900.9,6403268.6,116.945714285714,-32.5078571428571,346.915313720703
494900.8,6403381.7,116.945714285714,-32.5068367346939,344.430877685547
494900.8,6403494.8,116.945714285714,-32.5058163265306,342.944793701172
494900.7,6403608,116.945714285714,-32.5047959183673,340.787628173828
494900.7,6403721.1,116.945714285714,-32.5037755102041,336.621429443359
494900.6,6403834.2,116.945714285714,-32.5027551020408,333.486572265625
494900.5,6403947.3,116.945714285714,-32.5017346938776,334.333129882812
494900.5,6404060.4,116.945714285714,-32.5007142857143,340.322784423828
494900.4,6404173.5,116.945714285714,-32.499693877551,341.808868408203
494900.4,6404286.6,116.945714285714,-32.4986734693878,348.583648681641
494900.3,6404399.7,116.945714285714,-32.4976530612245,357.708221435547
494900.3,6404512.9,116.945714285714,-32.4966326530612,366.574890136719
494900.2,6404626,116.945714285714,-32.495612244898,377.067352294922
494900.1,6404739.1,116.945714285714,-32.4945918367347,383.665466308594
494900.1,6404852.2,116.945714285714,-32.4935714285714,389.235290527344
494900,6404965.3,116.945714285714,-32.4925510204082,396.126312255859
494900,6405078.4,116.945714285714,-32.4915306122449,398.74072265625
494899.9,6405191.5,116.945714285714,-32.4905102040816,400.203094482422
494899.9,6405304.7,116.945714285714,-32.4894897959184,401.291748046875
494899.8,6405417.8,116.945714285714,-32.4884693877551,399.607177734375
494899.7,6405530.9,116.945714285714,-32.4874489795918,395.188629150391
494899.7,6405644,116.945714285714,-32.4864285714286,388.227294921875
494899.6,6405757.1,116.945714285714,-32.4854081632653,381.899230957031
494899.6,6405870.2,116.945714285714,-32.484387755102,376.635223388672
494899.5,6405983.3,116.945714285714,-32.4833673469388,373.95458984375
494899.4,6406096.4,116.945714285714,-32.4823469387755,373.468505859375
494899.4,6406209.6,116.945714285714,-32.4813265306123,372.276245117188
494899.3,6406322.7,116.945714285714,-32.480306122449,371
494899.3,6406435.8,116.945714285714,-32.4792857142857,371.61181640625
494899.2,6406548.9,116.945714285714,-32.4782653061225,374.752960205078
494899.2,6406662,116.945714285714,-32.4772448979592,379.211181640625
494899.1,6406775.1,116.945714285714,-32.4762244897959,383.567199707031
494899,6406888.2,116.945714285714,-32.4752040816327,384.699310302734
494899,6407001.4,116.945714285714,-32.4741836734694,383.707183837891
494898.9,6407114.5,116.945714285714,-32.4731632653061,377.100891113281
494898.9,6407227.6,116.945714285714,-32.4721428571429,366.846862792969
494898.8,6407340.7,116.945714285714,-32.4711224489796,360.647155761719
494898.8,6407453.8,116.945714285714,-32.4701020408163,356.418395996094
494898.7,6407566.9,116.945714285714,-32.4690816326531,356.81201171875
494898.6,6407680,116.945714285714,-32.4680612244898,356.700134277344
494898.6,6407793.1,116.945714285714,-32.4670408163265,352.376403808594
494898.5,6407906.3,116.945714285714,-32.4660204081633,346.177520751953
494898.5,6408019.4,116.945714285714,-32.465,344.501708984375
495035.5,6402476.9,116.947142857143,-32.515,372.550506591797
495035.4,6402590,116.947142857143,-32.5139795918367,367.2802734375
495035.4,6402703.1,116.947142857143,-32.5129591836735,363.969940185547
495035.3,6402816.2,116.947142857143,-32.5119387755102,360.792358398438
495035.2,6402929.3,116.947142857143,-32.5109183673469,355.74853515625
495035.2,6403042.5,116.947142857143,-32.5098979591837,352.521545410156
495035.1,6403155.6,116.947142857143,-32.5088775510204,347.570709228516
495035.1,6403268.7,116.947142857143,-32.5078571428571,345.372802734375
495035,6403381.8,116.947142857143,-32.5068367346939,339.503692626953
495035,6403494.9,116.947142857143,-32.5058163265306,339.083984375
495034.9,6403608,116.947142857143,-32.5047959183673,340.4091796875
495034.9,6403721.1,116.947142857143,-32.5037755102041,336.803802490234
495034.8,6403834.2,116.947142857143,-32.5027551020408,331.757141113281
495034.7,6403947.4,116.947142857143,-32.5017346938776,333.723327636719
495034.7,6404060.5,116.947142857143,-32.5007142857143,338.799713134766
495034.6,6404173.6,116.947142857143,-32.499693877551,340.295654296875
495034.6,6404286.7,116.947142857143,-32.4986734693878,344.496765136719
495034.5,6404399.8,116.947142857143,-32.4976530612245,349.756988525391
495034.5,6404512.9,116.947142857143,-32.4966326530612,360.987091064453
495034.4,6404626,116.947142857143,-32.495612244898,378.390441894531
495034.3,6404739.2,116.947142857143,-32.4945918367347,387.734466552734
495034.3,6404852.3,116.947142857143,-32.4935714285714,389.014038085938
495034.2,6404965.4,116.947142857143,-32.4925510204082,393.282684326172
495034.2,6405078.5,116.947142857143,-32.4915306122449,397.473022460938
495034.1,6405191.6,116.947142857143,-32.4905102040816,399.515167236328
495034.1,6405304.7,116.947142857143,-32.4894897959184,397.831024169922
495034,6405417.8,116.947142857143,-32.4884693877551,397.861633300781
495034,6405531,116.947142857143,-32.4874489795918,396.486511230469
495033.9,6405644.1,116.947142857143,-32.4864285714286,390.196075439453
495033.8,6405757.2,116.947142857143,-32.4854081632653,384.156372070312
495033.8,6405870.3,116.947142857143,-32.484387755102,381.992279052734
495033.7,6405983.4,116.947142857143,-32.4833673469388,379.781463623047
495033.7,6406096.5,116.947142857143,-32.4823469387755,378.83984375
495033.6,6406209.6,116.947142857143,-32.4813265306123,375.341888427734
495033.6,6406322.7,116.947142857143,-32.480306122449,371.874267578125
495033.5,6406435.9,116.947142857143,-32.4792857142857,371.991882324219
495033.4,6406549,116.947142857143,-32.4782653061225,375.854064941406
495033.4,6406662.1,116.947142857143,-32.4772448979592,379.751892089844
495033.3,6406775.2,116.947142857143,-32.4762244897959,383.761291503906
495033.3,6406888.3,116.947142857143,-32.4752040816327,384.508972167969
495033.2,6407001.4,116.947142857143,-32.4741836734694,378.167816162109
495033.2,6407114.5,116.947142857143,-32.4731632653061,370.737426757812
495033.1,6407227.6,116.947142857143,-32.4721428571429,364.344665527344
495033.1,6407340.8,116.947142857143,-32.4711224489796,360.119598388672
495033,6407453.9,116.947142857143,-32.4701020408163,354.670074462891
495032.9,6407567,116.947142857143,-32.4690816326531,350.140075683594
495032.9,6407680.1,116.947142857143,-32.4680612244898,346.477142333984
495032.8,6407793.2,116.947142857143,-32.4670408163265,343.381500244141
495032.8,6407906.3,116.947142857143,-32.4660204081633,341.07861328125
495032.7,6408019.4,116.947142857143,-32.465,340.166229248047
495169.6,6402477,116.948571428571,-32.515,363.537445068359
495169.6,6402590.1,116.948571428571,-32.5139795918367,364.144958496094
495169.5,6402703.2,116.948571428571,-32.5129591836735,366.673858642578
495169.5,6402816.3,116.948571428571,-32.5119387755102,362.133819580078
495169.4,6402929.4,116.948571428571,-32.5109183673469,355.528045654297
495169.4,6403042.5,116.948571428571,-32.5098979591837,351.289489746094
495169.3,6403155.6,116.948571428571,-32.5088775510204,348.937713623047
495169.3,6403268.7,116.948571428571,-32.5078571428571,343.293334960938
495169.2,6403381.9,116.948571428571,-32.5068367346939,338.689605712891
495169.2,6403495,116.948571428571,-32.5058163265306,336.316680908203
495169.1,6403608.1,116.948571428571,-32.5047959183673,335.515686035156
495169,6403721.2,116.948571428571,-32.5037755102041,332.98681640625
495169,6403834.3,116.948571428571,-32.5027551020408,332.770874023438
495168.9,6403947.4,116.948571428571,-32.5017346938776,335.754333496094
495168.9,6404060.5,116.948571428571,-32.5007142857143,339.298278808594
495168.8,6404173.7,116.948571428571,-32.499693877551,338.673583984375
495168.8,6404286.8,116.948571428571,-32.4986734693878,340.539581298828
495168.7,6404399.9,116.948571428571,-32.4976530612245,346.651428222656
495168.7,6404513,116.948571428571,-32.4966326530612,353.650909423828
495168.6,6404626.1,116.948571428571,-32.495612244898,361.825500488281
495168.6,6404739.2,116.948571428571,-32.4945918367347,368.490478515625
495168.5,6404852.3,116.948571428571,-32.4935714285714,373.864135742188
495168.4,6404965.4,116.948571428571,-32.4925510204082,379.470184326172
495168.4,6405078.6,116.948571428571,-32.4915306122449,384.192321777344
495168.3,6405191.7,116.948571428571,-32.4905102040816,386.240600585938
495168.3,6405304.8,116.948571428571,-32.4894897959184,387.267395019531
495168.2,6405417.9,116.948571428571,-32.4884693877551,390.070892333984
495168.2,6405531,116.948571428571,-32.4874489795918,394.125518798828
495168.1,6405644.1,116.948571428571,-32.4864285714286,392.665893554688
495168.1,6405757.2,116.948571428571,-32.4854081632653,390.012725830078
495168,6405870.4,116.948571428571,-32.484387755102,386.913269042969
495168,6405983.5,116.948571428571,-32.4833673469388,383.167602539062
495167.9,6406096.6,116.948571428571,-32.4823469387755,381.502319335938
495167.8,6406209.7,116.948571428571,-32.4813265306123,378.484466552734
495167.8,6406322.8,116.948571428571,-32.480306122449,374.664215087891
495167.7,6406435.9,116.948571428571,-32.4792857142857,375.015228271484
495167.7,6406549,116.948571428571,-32.4782653061225,379.501312255859
495167.6,6406662.1,116.948571428571,-32.4772448979592,381.745544433594
495167.6,6406775.3,116.948571428571,-32.4762244897959,384.722595214844
495167.5,6406888.4,116.948571428571,-32.4752040816327,382.94140625
495167.5,6407001.5,116.948571428571,-32.4741836734694,375.116912841797
495167.4,6407114.6,116.948571428571,-32.4731632653061,369.044494628906
495167.4,6407227.7,116.948571428571,-32.4721428571429,363.240875244141
495167.3,6407340.8,116.948571428571,-32.4711224489796,357.445861816406
495167.2,6407453.9,116.948571428571,-32.4701020408163,354.315795898438
495167.2,6407567.1,116.948571428571,-32.4690816326531,349.386444091797
495167.1,6407680.2,116.948571428571,-32.4680612244898,351.005767822266
495167.1,6407793.3,116.948571428571,-32.4670408163265,351.307037353516
495167,6407906.4,116.948571428571,-32.4660204081633,347.667572021484
495167,6408019.5,116.948571428571,-32.465,343.263641357422
495303.8,6402477,116.95,-32.515,360.503295898438
495303.8,6402590.1,116.95,-32.5139795918367,362.520751953125
495303.7,6402703.2,116.95,-32.5129591836735,364.131225585938
495303.7,6402816.4,116.95,-32.5119387755102,362.975921630859
495303.6,6402929.5,116.95,-32.5109183673469,356.401245117188
495303.6,6403042.6,116.95,-32.5098979591837,350.871795654297
495303.5,6403155.7,116.95,-32.5088775510204,345.106597900391
495303.4,6403268.8,116.95,-32.5078571428571,342.215057373047
495303.4,6403381.9,116.95,-32.5068367346939,339.207489013672
495303.3,6403495,116.95,-32.5058163265306,335.072875976562
495303.3,6403608.2,116.95,-32.5047959183673,330.913970947266
495303.2,6403721.3,116.95,-32.5037755102041,327.513122558594
495303.2,6403834.4,116.95,-32.5027551020408,326.747406005859
495303.1,6403947.5,116.95,-32.5017346938776,329.625457763672
495303.1,6404060.6,116.95,-32.5007142857143,333.441589355469
495303,6404173.7,116.95,-32.499693877551,336.828338623047
495303,6404286.8,116.95,-32.4986734693878,338.458312988281
495302.9,6404399.9,116.95,-32.4976530612245,342.855285644531
495302.9,6404513.1,116.95,-32.4966326530612,346.295501708984
495302.8,6404626.2,116.95,-32.495612244898,349.410858154297
495302.8,6404739.3,116.95,-32.4945918367347,357.610290527344
495302.7,6404852.4,116.95,-32.4935714285714,365.444702148438
495302.7,6404965.5,116.95,-32.4925510204082,369.888336181641
495302.6,6405078.6,116.95,-32.4915306122449,374.428894042969
495302.5,6405191.7,116.95,-32.4905102040816,374.469268798828
495302.5,6405304.9,116.95,-32.4894897959184,376.699401855469
495302.4,6405418,116.95,-32.4884693877551,380.255126953125
495302.4,6405531.1,116.95,-32.4874489795918,386.450134277344
495302.3,6405644.2,116.95,-32.4864285714286,388.817016601562
495302.3,6405757.3,116.95,-32.4854081632653,389.284118652344
495302.2,6405870.4,116.95,-32.484387755102,387.920989990234
495302.2,6405983.5,116.95,-32.4833673469388,387.564453125
495302.1,6406096.6,116.95,-32.4823469387755,385.290740966797
495302.1,6406209.8,116.95,-32.4813265306123,381.723968505859
495302,6406322.9,116.95,-32.480306122449,378.564453125
495302,6406436,116.95,-32.4792857142857,379.788055419922
495301.9,6406549.1,116.95,-32.4782653061225,381.956665039062
495301.9,6406662.2,116.95,-32.4772448979592,384.859558105469
495301.8,6406775.3,116.95,-32.4762244897959,387.766967773438
495301.8,6406888.4,116.95,-32.4752040816327,385.339965820312
495301.7,6407001.6,116.95,-32.4741836734694,376.538238525391
495301.6,6407114.7,116.95,-32.4731632653061,368.358642578125
495301.6,6407227.8,116.95,-32.4721428571429,362.521392822266
495301.5,6407340.9,116.95,-32.4711224489796,358.063171386719
495301.5,6407454,116.95,-32.4701020408163,354.806274414062
495301.4,6407567.1,116.95,-32.4690816326531,352.934112548828
495301.4,6407680.2,116.95,-32.4680612244898,356.431427001953
495301.3,6407793.3,116.95,-32.4670408163265,360.935180664062
495301.3,6407906.5,116.95,-32.4660204081633,357.172790527344
495301.2,6408019.6,116.95,-32.465,352.530426025391
495438,6402477.1,116.951428571429,-32.515,357.105621337891
495437.9,6402590.2,116.951428571429,-32.5139795918367,363.789245605469
495437.9,6402703.3,116.951428571429,-32.5129591836735,361.443054199219
495437.8,6402816.4,116.951428571429,-32.5119387755102,357.094635009766
495437.8,6402929.5,116.951428571429,-32.5109183673469,352.581604003906
495437.7,6403042.6,116.951428571429,-32.5098979591837,348.238891601562
495437.7,6403155.8,116.951428571429,-32.5088775510204,341.447174072266
495437.6,6403268.9,116.951428571429,-32.5078571428571,340.271240234375
495437.6,6403382,116.951428571429,-32.5068367346939,336.744415283203
495437.5,6403495.1,116.951428571429,-32.5058163265306,331.509399414062
495437.5,6403608.2,116.951428571429,-32.5047959183673,327.217498779297
495437.4,6403721.3,116.951428571429,-32.5037755102041,325.191314697266
495437.4,6403834.4,116.951428571429,-32.5027551020408,324.137268066406
495437.3,6403947.6,116.951428571429,-32.5017346938776,326.099517822266
495437.3,6404060.7,116.951428571429,-32.5007142857143,328.917602539062
495437.2,6404173.8,116.951428571429,-32.499693877551,333.685852050781
495437.2,6404286.9,116.951428571429,-32.4986734693878,337.752685546875
495437.1,6404400,116.951428571429,-32.4976530612245,340.217590332031
495437.1,6404513.1,116.951428571429,-32.4966326530612,342.176513671875
495437,6404626.2,116.951428571429,-32.495612244898,348.035614013672
495437,6404739.3,116.951428571429,-32.4945918367347,359.570434570312
495436.9,6404852.5,116.951428571429,-32.4935714285714,367.256378173828
495436.9,6404965.6,116.951428571429,-32.4925510204082,367.397705078125
495436.8,6405078.7,116.951428571429,-32.4915306122449,366.381469726562
495436.8,6405191.8,116.951428571429,-32.4905102040816,367.411804199219
