"Easting","Northing","Longitude","Latitude"
495000.918965934,6403857.00162773,116.946782350652,-32.5025496993091
494945.722347676,6403850.10589196,116.946194718981,-32.5026116564849
494886.206093664,6403868.04841011,116.945561236835,-32.5024495228729
494870.239618375,6403895.07499129,116.94539141354,-32.5022056399585
494840.563948663,6403892.70224024,116.945075489918,-32.5022269072656
494795.028310226,6403865.53332051,116.944590592531,-32.5024717880496
494756.594118143,6403854.26471693,116.944181379585,-32.5025732623134
494711.427295742,6403876.71782159,116.943700683069,-32.5023704965961
494668.544879697,6403874.35784812,116.943244166619,-32.5023915810531
494628.357188453,6403851.67446079,116.942816220533,-32.5025960162578
494562.213955448,6403840.27469958,116.942112027713,-32.5026985325722
494511.773984685,6403831.34420505,116.941575016958,-32.5027788471956
494420.18207403,6403815.87765022,116.94059988278,-32.5029179158694
494344.915177641,6403809.29303217,116.939798587604,-32.5029769354989
494237.377863452,6403804.88406223,116.938653768748,-32.5030161562892
